repeat,ansatz,backend,qubits,depth,n_expval,last_expval,func_time,circuit_time,wall_time,n_nodes,n_cpus,n_gpus
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,1,100,-2.942297578531985,1.1303422451019287,0.8893599510192871,2.483252843,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,2,100,-5.032804268931769,1.9086761474609375,1.676506757736206,3.113463832,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,4,100,-4.159114960509413,3.4117720127105713,3.163228988647461,4.819594030,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,8,100,5.313177033281574,6.471574544906616,6.239598512649536,7.697751862,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,16,100,-8.07927703337361,12.478705406188965,12.249048471450806,13.720472873,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,32,100,-3.9465384817008724,26.071190118789673,25.83246088027954,27.193868844,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,1,100,-7.860609924639963,1.9487910270690918,1.706578016281128,3.211535338,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,2,100,-11.494476614866414,3.477184295654297,3.2381114959716797,4.767750434,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,4,100,-18.88142900484707,6.599485874176025,6.360278367996216,7.812145520,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,8,100,-4.467283907765968,12.820296287536621,12.586628675460815,14.077326811,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,16,100,-19.124520728127703,26.004093170166016,25.765106678009033,27.146143805,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,32,100,12.035135775074043,55.22159218788147,54.98319602012634,56.344394400,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,1,100,-7.605514656040454,2.8257062435150146,2.5855491161346436,4.447417402,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,2,100,-7.512322310924122,5.2387847900390625,5.003347873687744,7.861982284,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,4,100,10.059503692641762,9.974770545959473,9.738585472106934,12.187899170,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,8,100,8.741271159325793,20.162575483322144,19.921675205230713,21.291563822,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,16,100,-12.430587197392452,40.817264556884766,40.57812285423279,42.045832978,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,32,100,-8.80925313198448,88.86849355697632,88.62259864807129,90.126177495,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,1,100,-18.42497806960199,5.759593725204468,5.520653963088989,6.906487209,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,2,100,-28.146011618124668,10.551158428192139,10.312817335128784,11.720223739,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,4,100,7.462221843550553,19.754716157913208,19.514512062072754,20.949050719,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,8,100,-1.587266250743046,39.165006160736084,38.92110276222229,40.335211376,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,16,100,-8.489482812718755,79.80959868431091,79.56041479110718,80.973491466,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,32,100,-28.598600137849232,170.39796566963196,170.14270567893982,171.620138818,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,1,100,-41.45860887321672,53.20709204673767,52.96552491188049,54.400053527,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,2,100,-21.50835678082727,82.26414108276367,82.01848864555359,83.573490270,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,4,100,-38.86686923198567,141.62627792358398,141.38449025154114,142.942026905,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,8,100,-51.51940042923594,259.53277015686035,259.28970980644226,260.804166936,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,16,100,-2.078056730130525,501.65451765060425,501.39994287490845,503.039207326,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,32,100,17.231654089836827,994.0360684394836,993.7719728946686,996.135980696,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,24,1,100,-21.336499902302204,1862.9257383346558,1862.683866262436,1866.403674328,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,24,2,100,-47.23541735941353,3059.8738527297974,3059.6313750743866,3071.095181756,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,24,4,100,1.003028710551923,5222.819666862488,5222.5711007118225,5224.438016728,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,24,8,100,11.842090727978743,10028.540776968002,10028.27971982956,10039.693443423,1,16,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,24,16,100,-18.131004826025922,19617.33010649681,19617.06633758545,19636.765452786,1,16,0
