repeat,ansatz,backend,qubits,depth,n_expval,last_expval,func_time,circuit_time,wall_time,n_nodes,n_cpus,n_gpus
3,qaoa_hypercube_maxcut_evolution,default.qubit,2,1,100,-0.5834045006686596,0.5858769416809082,0.584500789642334,1.822545048,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,2,2,100,-0.23487400759653554,0.7527430057525635,0.7513461112976074,1.965347934,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,2,4,100,-0.47919651780980066,1.1101994514465332,1.108839750289917,2.583583427,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,2,8,100,-0.29131540928582683,1.7800588607788086,1.7787652015686035,3.235758899,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,2,16,100,-0.7986025742341365,3.165796995162964,3.164485454559326,6.851937820,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,2,32,100,-0.7305775747907828,6.021550416946411,6.019979476928711,8.726579189,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,3,1,100,-1.1550204904056416,0.7696492671966553,0.7669599056243896,3.896164937,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,3,2,100,-0.4533323913306807,1.0741119384765625,1.0712969303131104,3.575002677,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,3,4,100,-1.7477906914406836,1.6948657035827637,1.6917459964752197,5.294924356,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,3,8,100,-0.5140725935942095,2.77748966217041,2.7745325565338135,4.855945419,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,3,16,100,-0.6414338631062058,5.031002759933472,5.028401136398315,6.133111115,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,3,32,100,-1.3661957036542303,9.607038497924805,9.60391092300415,10.800907532,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,4,1,100,-1.1668090013373182,0.9307777881622314,0.9277312755584717,2.131492098,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,4,2,100,-0.4697480151930704,1.2766139507293701,1.2736282348632812,2.420997014,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,4,4,100,-0.9583930356195995,1.9205398559570312,1.9176030158996582,2.994960553,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,4,8,100,-0.5826308185716508,3.2670793533325195,3.26415753364563,4.570548473,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,4,16,100,-1.597205148468254,6.116075038909912,6.112691879272461,7.192319569,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,4,32,100,-1.4611551495815325,11.521094799041748,11.51786732673645,12.676124462,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,5,1,100,-1.1550204904056405,1.0083115100860596,1.0056848526000977,2.099989207,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,5,2,100,-0.45333239133068,1.397216558456421,1.394209623336792,2.626137904,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,5,4,100,-1.7477906914406791,2.291856050491333,2.289092540740967,3.483811557,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,5,8,100,-0.5140725935942064,3.8485677242279053,3.8453516960144043,5.037170222,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,5,16,100,-0.6414338631061962,6.888543605804443,6.8854920864105225,8.012851318,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,5,32,100,-1.3661957036541998,13.277488946914673,13.274215936660767,14.434830301,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,6,1,100,-1.1668090013373176,1.0878095626831055,1.0850670337677002,2.384527403,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,6,2,100,-0.4697480151930699,1.5457167625427246,1.5426013469696045,2.676377752,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,6,4,100,-0.958393035619597,2.3941593170166016,2.391202926635742,3.518061538,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,6,8,100,-0.5826308185716464,4.366662979125977,4.363569498062134,5.523112616,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,6,16,100,-1.597205148468236,7.806689262390137,7.803880929946899,8.912073883,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,6,32,100,-1.4611551495815005,14.97798204421997,14.974765539169312,16.004559602,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,7,1,100,-1.155020490405641,1.1318728923797607,1.1290555000305176,2.316557241,1,1,0
3,qaoa_hypercube_maxcut_evolution,default.qubit,7,2,100,-0.45333239133067876,1.6708004474639893,1.6680920124053955,2.770628893,1,1,0
