repeat,ansatz,backend,qubits,depth,n_expval,last_expval,func_time,circuit_time,wall_time,n_nodes,n_cpus,n_gpus
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,1,100,-2.942297578531986,1.3093886375427246,1.0693306922912598,2.730499468,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,2,100,-5.0328042689317645,2.276676654815674,2.0381031036376953,3.690511634,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,4,100,-4.159114960509412,4.250532388687134,4.005874872207642,5.588578878,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,8,100,5.313177033281571,7.685597896575928,7.449526786804199,8.959685251,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,16,100,-8.079277033373613,16.170501708984375,15.92002558708191,17.476844030,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,4,32,100,-3.9465384817008733,33.933072090148926,33.68494248390198,35.275179623,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,1,100,-7.860609924639954,2.1320788860321045,1.9153473377227783,3.278721202,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,2,100,-11.494476614866418,4.5806732177734375,4.359652280807495,5.920260998,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,4,100,-18.88142900484707,8.0338876247406,7.811291217803955,9.333071018,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,8,100,-4.46728390776597,15.411060333251953,15.193014860153198,17.141061249,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,16,100,-19.124520728127703,30.957646369934082,30.72019076347351,32.489340016,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,8,32,100,12.035135775074044,65.96218180656433,65.71311664581299,67.106380052,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,1,100,-7.6055146560404525,3.077547550201416,2.8335165977478027,4.651311997,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,2,100,-7.512322310924119,5.983820915222168,5.74186635017395,8.382244565,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,4,100,10.05950369264176,11.616486072540283,11.376595497131348,13.854296186,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,8,100,8.741271159325791,23.752092123031616,23.51020097732544,26.190014356,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,16,100,-12.430587197392452,49.18347525596619,48.94299244880676,51.929446843,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,12,32,100,-8.809253131984475,109.36736178398132,109.10587120056152,110.731835963,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,1,100,-18.424978069601984,6.286575078964233,6.0421905517578125,7.575137252,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,2,100,-28.146011618124668,11.81200361251831,11.569223165512085,13.065293773,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,4,100,7.46222184355055,22.433119535446167,22.187016010284424,23.653715717,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,8,100,-1.5872662507430408,46.03631019592285,45.81621766090393,48.777206507,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,16,100,-8.48948281271876,93.59110808372498,93.34008693695068,94.755779546,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,16,32,100,-28.59860013784924,192.95670771598816,192.69292426109314,194.218697077,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,1,100,-41.45860887321672,55.078927516937256,54.82652401924133,56.306479938,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,2,100,-21.50835678082727,84.96920204162598,84.7191858291626,86.237483609,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,4,100,-38.86686923198566,136.99598860740662,136.74739718437195,138.163010136,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,8,100,-51.51940042923595,261.49337244033813,261.27052998542786,262.623307751,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,16,100,-2.0780567301305233,450.16752219200134,449.9383797645569,451.392329954,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,20,32,100,17.231654089836834,884.7045168876648,884.4572558403015,885.913507065,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,24,1,100,-21.336499902302204,1634.7427282333374,1634.5225217342377,1635.939976207,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,24,2,100,-47.23541735941353,2973.4105100631714,2973.1887612342834,2974.877501025,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,24,4,100,1.0030287105519269,6277.99548459053,6277.764292478561,6279.360562337,1,32,0
2,qmoa_complete_ST_evolution_HS,lightning.qubit,24,8,100,11.842090727978736,13660.594095230103,13660.362937927246,15566.135516868,1,32,0
