repeat,ansatz,backend,qubits,depth,n_expval,last_expval,func_time,circuit_time,wall_time,n_nodes,n_cpus,n_gpus
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,1,100,-0.4648474560444758,0.11812925338745117,0.11675095558166504,1.308182903,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,2,100,-0.6720757809935196,0.16535019874572754,0.16398119926452637,1.346057256,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,4,100,-0.5271884319193518,0.25241732597351074,0.2511172294616699,1.413340341,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,8,100,-0.08861007383394529,0.4371225833892822,0.4356575012207031,1.642623002,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,16,100,-0.9069228639898769,0.7968194484710693,0.7954428195953369,1.999829619,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,32,100,-0.38360530667073506,1.5446357727050781,1.543074369430542,2.761135599,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,1,100,-0.464847456044476,0.13254499435424805,0.13122963905334473,1.342111209,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,2,100,-0.6720757809935194,0.1882953643798828,0.1869339942932129,1.404500585,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,4,100,-0.5271884319193507,0.3024153709411621,0.30101442337036133,1.464624013,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,8,100,-0.08861007383394529,0.5180933475494385,0.5166454315185547,1.718346721,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,16,100,-0.9069228639898743,1.0149643421173096,1.0135369300842285,2.208957799,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,32,100,-0.38360530667073245,1.963186502456665,1.961700677871704,3.156326573,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,4,1,100,-0.46484745604447586,0.14800763130187988,0.14658236503601074,1.347087971,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,4,2,100,-0.6720757809935185,0.21406960487365723,0.21271586418151855,1.315931268,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,4,4,100,-0.52718843191935,0.35115790367126465,0.34975409507751465,1.582512158,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,4,8,100,-0.08861007383394497,0.6091117858886719,0.6077680587768555,1.935121427,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,4,16,100,-0.9069228639898682,1.2039809226989746,1.2025935649871826,2.433449900,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,4,32,100,-0.38360530667072734,2.3544058799743652,2.3529276847839355,3.810636678,1,1,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,5,1,100,-0.46484745604447575,0.16406726837158203,0.16268420219421387,1.312554592,1,1,0
