repeat,ansatz,backend,qubits,depth,n_expval,last_expval,func_time,circuit_time,wall_time,n_nodes,n_cpus,n_gpus
2,grovers_search_decomposed,lightning.qubit,3,1,100,0.9999999999999993,0.5668904781341553,0.5667643547058105,4.948268727,1,64,0
2,grovers_search_decomposed,lightning.qubit,3,2,100,0.24999999999999978,0.6317110061645508,0.631619930267334,2.402072884,1,64,0
2,grovers_search_decomposed,lightning.qubit,3,4,100,0.9999999999999984,0.786231279373169,0.7860996723175049,2.698441965,1,64,0
2,grovers_search_decomposed,lightning.qubit,3,8,100,0.24999999999999928,1.110802412033081,1.110642433166504,2.886254589,1,64,0
2,grovers_search_decomposed,lightning.qubit,3,16,100,0.9999999999999947,1.7943916320800781,1.7941975593566895,3.320005299,1,64,0
2,grovers_search_decomposed,lightning.qubit,3,32,100,0.2499999999999974,3.013607978820801,3.01334285736084,4.105470282,1,64,0
2,grovers_search_decomposed,lightning.qubit,4,1,100,0.7812499999999991,1.2660763263702393,1.2659597396850586,2.379676070,1,64,0
2,grovers_search_decomposed,lightning.qubit,4,2,100,0.9453124999999982,1.3996710777282715,1.3995251655578613,2.573664525,1,64,0
2,grovers_search_decomposed,lightning.qubit,4,4,100,0.01220703124999994,1.7055885791778564,1.705399751663208,2.835981078,1,64,0
2,grovers_search_decomposed,lightning.qubit,4,8,100,0.019456863403320233,2.2655515670776367,2.265399932861328,3.443457472,1,64,0
2,grovers_search_decomposed,lightning.qubit,4,16,100,0.3578456591640092,3.346414089202881,3.3461902141571045,4.455341461,1,64,0
2,grovers_search_decomposed,lightning.qubit,4,32,100,0.9946685453314231,5.530317068099976,5.529917478561401,6.659182793,1,64,0
2,grovers_search_decomposed,lightning.qubit,5,1,100,0.4726562499999991,2.965761661529541,2.96561598777771,5.403475462,1,64,0
2,grovers_search_decomposed,lightning.qubit,5,2,100,0.9084472656249972,3.21984601020813,3.219670057296753,4.334691423,1,64,0
2,grovers_search_decomposed,lightning.qubit,5,4,100,0.5817041397094692,3.7913951873779297,3.791186809539795,4.912052687,1,64,0
2,grovers_search_decomposed,lightning.qubit,5,8,100,0.8360891748597997,4.875010013580322,4.8747735023498535,5.971051322,1,64,0
2,grovers_search_decomposed,lightning.qubit,5,16,100,0.7830894456188496,6.924007415771484,6.92363166809082,8.079352210,1,64,0
2,grovers_search_decomposed,lightning.qubit,5,32,100,0.43107533038059914,11.09877347946167,11.098076105117798,12.139386470,1,64,0
2,grovers_search_decomposed,lightning.qubit,6,1,100,0.25830078124999944,7.073628187179565,7.073431491851807,8.188121658,1,64,0
2,grovers_search_decomposed,lightning.qubit,6,2,100,0.6024246215820289,7.5111682415008545,7.510921001434326,8.607553227,1,64,0
2,grovers_search_decomposed,lightning.qubit,6,4,100,0.9991823155432865,8.728591442108154,8.72828722000122,9.786831193,1,64,0
2,grovers_search_decomposed,lightning.qubit,6,8,100,0.014453075769287227,10.893763780593872,10.89332914352417,12.034040151,1,64,0
2,grovers_search_decomposed,lightning.qubit,6,16,100,0.16532803871793458,15.198614597320557,15.197826147079468,16.334660371,1,64,0
2,grovers_search_decomposed,lightning.qubit,6,32,100,0.721779944131172,24.57167625427246,24.570260524749756,25.787602337,1,64,0
2,grovers_search_decomposed,lightning.qubit,7,1,100,0.13482666015624997,16.584571599960327,16.584299325942993,17.874861919,1,64,0
2,grovers_search_decomposed,lightning.qubit,7,2,100,0.34389519691467296,17.121615409851074,17.121225833892822,18.238965526,1,64,0
2,grovers_search_decomposed,lightning.qubit,7,4,100,0.8163770193968973,19.891477584838867,19.8909592628479,20.936851287,1,64,0
2,grovers_search_decomposed,lightning.qubit,7,8,100,0.718042101089744,24.519421815872192,24.51858925819397,25.600628945,1,64,0
2,grovers_search_decomposed,lightning.qubit,7,16,100,0.7028091721271132,34.46110653877258,34.459471464157104,35.517914175,1,64,0
2,grovers_search_decomposed,lightning.qubit,7,32,100,0.9169513321611444,57.05331873893738,57.04951882362366,58.208537141,1,64,0
2,grovers_search_decomposed,lightning.qubit,8,1,100,0.06885528564453108,36.79113292694092,36.79058790206909,37.874516184,1,64,0
2,grovers_search_decomposed,lightning.qubit,8,2,100,0.18337012082338255,39.661380767822266,39.66068959236145,40.784375866,1,64,0
2,grovers_search_decomposed,lightning.qubit,8,4,100,0.5111355041622164,45.340357542037964,45.339292764663696,47.297773631,1,64,0
2,grovers_search_decomposed,lightning.qubit,8,8,100,0.9956198656943144,57.04543662071228,57.04333734512329,58.307783023,1,64,0
2,grovers_search_decomposed,lightning.qubit,8,16,100,0.04803639715518663,83.21167063713074,83.20670104026794,84.312619971,1,64,0
2,grovers_search_decomposed,lightning.qubit,8,32,100,0.2559439650138553,139.8503909111023,139.8355484008789,141.073206397,1,64,0
2,grovers_search_decomposed,lightning.qubit,9,1,100,0.0347909927368164,84.39538884162903,84.39424800872803,85.491609962,1,64,0
2,grovers_search_decomposed,lightning.qubit,9,2,100,0.09463772200979371,91.47685289382935,91.47509837150574,92.611232326,1,64,0
2,grovers_search_decomposed,lightning.qubit,9,4,100,0.28474280203265595,102.73319244384766,102.73058557510376,103.829505004,1,64,0
2,grovers_search_decomposed,lightning.qubit,9,8,100,0.7637221440186162,131.79174852371216,131.78499841690063,132.850141877,1,64,0
2,grovers_search_decomposed,lightning.qubit,9,16,100,0.7759740806661994,198.17404174804688,198.1563572883606,199.292887236,1,64,0
2,grovers_search_decomposed,lightning.qubit,9,32,100,0.6364072997450116,345.8693277835846,345.8282136917114,347.000325254,1,64,0
