repeat,ansatz,backend,qubits,depth,n_expval,last_expval,func_time,circuit_time,wall_time,n_nodes,n_cpus,n_gpus
1,qmoa_complete_ST_evolution_QFT,qiskit.aer,12,1,100,-28.12182605266571,1584.3086211681366,1584.2480235099792,1587.332475871,1,128,0
1,qmoa_complete_ST_evolution_QFT,qiskit.aer,12,2,100,-24.32163655757904,3238.239593267441,3238.1798706054688,3241.614377454,1,128,0
1,qmoa_complete_ST_evolution_QFT,qiskit.aer,12,4,100,-25.3825843334198,6578.258138179779,6578.194927930832,6611.501978626,1,128,0
1,qmoa_complete_ST_evolution_QFT,qiskit.aer,12,8,100,-17.936912178993225,13275.357944011688,13275.289249897003,13329.336312670,1,128,0
