repeat,ansatz,backend,qubits,depth,n_expval,last_expval,func_time,gate_depth,one_qubit_gates,two_qubit_gates,circuit_time,wall_time,n_nodes,n_cpus,n_gpus
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,1,100,-4.00818196693734,2.34861159324646,2.029362678527832,116,98,68,3.972380012,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,2,100,-8.370411480957234,3.232403516769409,2.788424491882324,230,192,136,4.828019219,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,4,100,1.7574779833735978,4.9677574634552,4.0694050788879395,458,380,272,6.381268863,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,8,100,4.055398528799099,9.243731260299683,6.787667989730835,914,756,544,10.346296432,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,16,100,-9.419906526088687,20.868436098098755,12.295387506484985,1826,1508,1088,22.004298358,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,32,100,-3.6174380898862255,55.80709433555603,23.836649656295776,3650,3012,2176,56.886324934,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,1,100,-12.651895083999499,5.247089147567749,4.727536201477051,116,196,136,6.316225128,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,2,100,-16.092959524603433,7.145517349243164,6.098003387451172,230,384,272,8.309864083,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,4,100,-9.857393906265496,11.793170928955078,8.927765130996704,458,760,544,12.945732452,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,8,100,-16.592080565767958,23.323099374771118,14.367838621139526,914,1512,1088,24.460702075,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,16,100,0.8268108585690959,60.126599073410034,26.612521409988403,1826,3016,2176,61.260679754,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,32,100,7.829472551383272,174.57535243034363,51.01746845245361,3650,6024,4352,175.762404917,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,1,100,-15.091940962501587,19.858147859573364,18.99790096282959,116,294,204,21.111200113,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,2,100,-14.140227269653511,23.17787528038025,21.167653560638428,230,576,408,24.308631272,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,4,100,-13.276161431234748,31.659841537475586,25.70144486427307,458,1140,816,32.778360229,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,8,100,12.201362995066061,54.689600706100464,35.195311307907104,914,2268,1632,55.849690986,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,16,100,-15.218755994778471,123.27489924430847,54.53054618835449,1826,4524,3264,124.477562923,1,128,0
3,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,32,100,-28.18138176121063,375.8733868598938,97.43724060058594,3650,9036,6528,377.079693270,1,128,0
