repeat,ansatz,backend,qubits,depth,n_expval,last_expval,func_time,gate_depth,one_qubit_gates,two_qubit_gates,circuit_time,wall_time,n_nodes,n_cpus,n_gpus
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,1,100,-0.4648474560444758,0.20938754081726074,0.20291543006896973,7,9,2,4.437171875,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,2,100,-0.6720757809935196,0.24075722694396973,0.23100900650024414,13,16,4,1.973677448,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,4,100,-0.5271884319193518,0.3450305461883545,0.32651424407958984,25,30,8,2.102469969,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,8,100,-0.08861007383394529,0.5672581195831299,0.5248746871948242,49,58,16,2.388467534,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,16,100,-0.9069228639898769,1.0559272766113281,0.9599452018737793,97,114,32,2.532889173,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,2,32,100,-0.38360530667073506,2.06888747215271,1.788219690322876,193,226,64,3.236758426,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,1,100,-0.464847456044476,0.20632719993591309,0.19974040985107422,7,13,2,1.397099219,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,2,100,-0.6720757809935192,0.30199193954467773,0.2913045883178711,13,23,4,1.505227427,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,4,100,-0.5271884319193507,0.389784574508667,0.36942005157470703,25,43,8,1.593643593,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,8,100,-0.08861007383394542,0.6670010089874268,0.6233916282653809,49,83,16,1.829686120,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,16,100,-0.9069228639898731,1.2757720947265625,1.1648290157318115,97,163,32,2.396895339,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,3,32,100,-0.3836053066707323,2.5328776836395264,2.238734006881714,193,323,64,3.681857317,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,4,1,100,-0.46484745604447586,0.24121975898742676,0.23349714279174805,7,17,2,1.448501172,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,4,2,100,-0.6720757809935184,0.29852795600891113,0.2852747440338135,13,30,4,1.453173504,1,128,0
1,qaoa_hypercube_maxcut_evolution,lightning.qubit,4,4,100,-0.52718843191935,0.4702272415161133,0.44408369064331055,25,56,8,1.618509561,1,128,0
