repeat,ansatz,backend,qubits,depth,n_expval,last_expval,func_time,gate_depth,one_qubit_gates,two_qubit_gates,circuit_time,wall_time,n_nodes,n_cpus,n_gpus
1,qmoa_complete_ST_evolution_HS,lightning.qubit,4,1,100,1.0685599323717097,1.2218544483184814,0.8599767684936523,116,98,68,2.831548137,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,4,2,100,3.1915723058396623,2.117306709289551,1.6288166046142578,230,192,136,3.369196078,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,4,4,100,-2.1804024201601644,4.093423128128052,3.1117429733276367,458,380,272,5.315721365,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,4,8,100,-10.373688978595226,8.699098587036133,6.006312608718872,914,756,544,9.841816397,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,4,16,100,-2.7321043260706546,21.02988028526306,11.913925886154175,1826,1508,1088,22.152038033,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,4,32,100,-8.680528156002197,59.96036171913147,24.322998046875,3650,3012,2176,61.134338341,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,8,1,100,-0.07375169120701316,2.243018627166748,1.6663177013397217,116,196,136,3.409209883,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,8,2,100,-7.934822821863996,4.263602256774902,3.1490111351013184,230,384,272,5.367581710,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,8,4,100,-6.576690600990572,9.152471542358398,6.1761322021484375,458,760,544,10.294012020,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,8,8,100,-13.589670135818999,21.678965091705322,11.92039704322815,914,1512,1088,22.821666268,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,8,16,100,16.080367068833766,59.01077389717102,24.172948360443115,1826,3016,2176,60.127869033,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,8,32,100,11.530255282485744,180.56837105751038,49.93214297294617,3650,6024,4352,181.758480606,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,12,1,100,-30.278205710198684,3.4063286781311035,2.5186116695404053,116,294,204,4.557510925,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,12,2,100,-24.95672433608108,6.938645124435425,4.871994733810425,230,576,408,8.102090915,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,12,4,100,-25.86508235863735,14.933397769927979,9.001813650131226,458,1140,816,16.043477307,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,12,8,100,-14.65179088459011,37.733911752700806,17.591920614242554,914,2268,1632,38.889422255,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,12,16,100,-14.97741293847792,113.27638173103333,38.60769200325012,1826,4524,3264,114.685510207,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,12,32,100,0.4844368463124666,364.58757734298706,78.6770191192627,3650,9036,6528,365.757310349,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,16,1,100,-23.545086959110286,6.542758941650391,5.179482698440552,116,392,272,7.708035201,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,16,2,100,-41.20135508413443,13.000219821929932,9.656463384628296,230,768,544,14.102563153,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,16,4,100,-26.83019455689283,29.768383026123047,18.56331777572632,458,1520,1088,31.810964854,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,16,8,100,-40.66277916384651,72.56320309638977,36.423553705215454,914,3024,2176,73.774616949,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,16,16,100,-22.36035348880515,200.35619688034058,71.41816234588623,1826,6032,4352,201.535368604,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,16,32,100,-26.991220576215657,668.680869102478,147.25923347473145,3650,12048,8704,669.897165384,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,20,1,100,-20.751792792110304,62.563873291015625,60.579967975616455,116,490,340,64.392818997,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,20,2,100,-16.570038258791218,92.17686367034912,87.04328989982605,230,960,680,93.338834345,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,20,4,100,-42.17658466122698,154.80171847343445,139.1137535572052,458,1900,1360,156.004151236,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,20,8,100,80.79004726124228,298.6555554866791,244.90711331367493,914,3780,2720,299.903121074,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,20,16,100,-53.76507031813941,653.6842334270477,455.9664626121521,1826,7540,5440,655.095527641,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,20,32,100,-35.79107833527864,1731.8648936748505,895.3413381576538,3650,15060,10880,1733.345590410,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,24,1,100,-15.032920593210248,1807.9620990753174,1805.267504453659,116,588,408,1809.120891656,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,24,2,100,-29.451172334323488,2996.7387285232544,2989.6859102249146,230,1152,816,2997.818408923,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,24,4,100,-12.436666993339262,5376.682918071747,5355.232933998108,458,2280,1632,5377.844560605,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.qubit,24,8,100,-6.60778975436739,10116.699882030487,10042.583065032959,914,4536,3264,10117.869012860,1,16,0
