repeat,ansatz,backend,qubits,depth,n_expval,last_expval,func_time,gate_depth,one_qubit_gates,two_qubit_gates,circuit_time,wall_time,n_nodes,n_cpus,n_gpus
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,1,100,1.0685599323717412,2.5833611488342285,2.2599692344665527,116,98,68,3.762706198,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,2,100,3.191572305839765,3.5493011474609375,3.0639936923980713,230,192,136,4.846262449,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,4,100,-2.1804024201603056,5.582245349884033,4.577651739120483,458,380,272,6.748893857,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,8,100,-10.373688978596904,10.282480478286743,7.557905673980713,914,756,544,11.438057025,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,16,100,-2.7321043260715365,22.310495138168335,13.17036747932434,1826,1508,1088,23.487384486,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,4,32,100,-8.680528156007782,60.6459264755249,25.42667579650879,3650,3012,2176,61.874764234,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,1,100,-0.07375169120700853,5.648385524749756,5.088528633117676,116,196,136,6.909879230,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,2,100,-7.9348228218646595,7.737078428268433,6.615498781204224,230,384,272,8.839107086,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,4,100,-6.576690600991635,12.498146772384644,9.490778684616089,458,760,544,13.596300781,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,8,100,-13.589670135823393,26.777743577957153,16.67541766166687,914,1512,1088,27.902320539,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,16,100,16.080367068844122,65.34389352798462,29.04686450958252,1826,3016,2176,66.485881164,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,8,32,100,11.530255282500558,195.57007217407227,56.43486666679382,3650,6024,4352,196.736446272,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,1,100,-30.27820571020058,21.13009810447693,20.19336700439453,116,294,204,22.209344219,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,2,100,-24.95672433608416,24.66956663131714,22.55458426475525,230,576,408,25.787678362,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,4,100,-25.86508235864362,34.080286264419556,27.703022003173828,458,1140,816,35.240473930,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,8,100,-14.651790884597238,58.0879271030426,36.93356895446777,914,2268,1632,59.204241552,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,16,100,-14.977412938492424,134.67872643470764,57.53481602668762,1826,4524,3264,135.839831879,1,16,0
1,qmoa_complete_ST_evolution_HS,lightning.kokkos,12,32,100,0.4844368463134271,380.1900975704193,100.34437537193298,3650,9036,6528,381.313094311,1,16,0
