wall_time,expval,qubits,depth,repeats,backend,graph_sparsity,simulation_time
3.362998023,-1.5812905015825882,10,1,1,lightning.qubit,0.125,0.008269786834716797
1.522486695,-7.139108690601425,10,1,1,lightning.qubit,0.25,0.005926370620727539
1.569263983,-5.704676139899183,10,1,1,lightning.qubit,0.375,0.0066411495208740234
1.491969379,-10.217730927626436,10,1,1,lightning.qubit,0.5,0.007776498794555664
1.388113578,-4.2930641920130626,10,4,1,lightning.qubit,0.125,0.01204228401184082
1.427439215,-3.8489221676602208,10,4,1,lightning.qubit,0.25,0.012869596481323242
1.466292560,-7.695097259187873,10,4,1,lightning.qubit,0.375,0.020614147186279297
1.465569022,-13.012213041032181,10,4,1,lightning.qubit,0.5,0.025986194610595703
1.487912464,-2.458601401038744,10,16,1,lightning.qubit,0.125,0.038706302642822266
1.511614769,-6.9486224241844585,10,16,1,lightning.qubit,0.25,0.060587167739868164
1.449820789,-6.693179360964144,10,16,1,lightning.qubit,0.375,0.05976724624633789
1.516800554,-10.217607209091694,10,16,1,lightning.qubit,0.5,0.07866811752319336
1.679582385,-3.564892883960314,10,64,1,lightning.qubit,0.125,0.15433788299560547
1.904284567,-7.462549552916499,10,64,1,lightning.qubit,0.25,0.2715482711791992
2.862929590,-8.937034888014209,10,64,1,lightning.qubit,0.375,0.30147552490234375
1.916499835,-7.609651720354788,10,64,1,lightning.qubit,0.5,0.27294349670410156
1.470110546,-4.679768062632913,16,1,1,lightning.qubit,0.125,0.017458438873291016
1.551243459,-9.45052813141184,16,1,1,lightning.qubit,0.25,0.019026994705200195
2.009752827,-19.584602571742998,16,1,1,lightning.qubit,0.375,0.03183698654174805
2.645400490,-30.95912579095864,16,1,1,lightning.qubit,0.5,0.040802717208862305
1.292932334,-7.84187783158626,16,4,1,lightning.qubit,0.125,0.03279376029968262
1.681430640,-13.076184769735873,16,4,1,lightning.qubit,0.25,0.056195974349975586
1.695422337,-14.988037164762423,16,4,1,lightning.qubit,0.375,0.059676408767700195
2.515916278,-29.68859693466456,16,4,1,lightning.qubit,0.5,0.09683537483215332
1.514863522,-5.724839734772234,16,16,1,lightning.qubit,0.125,0.11368656158447266
1.839384745,-14.832928887847313,16,16,1,lightning.qubit,0.25,0.18531012535095215
1.897405519,-18.991673877538084,16,16,1,lightning.qubit,0.375,0.21391749382019043
3.178272850,-26.478455343297632,16,16,1,lightning.qubit,0.5,0.3099977970123291
2.057683074,-8.472596633087434,16,64,1,lightning.qubit,0.125,0.5464951992034912
2.489900257,-15.470132856122838,16,64,1,lightning.qubit,0.25,0.7589905261993408
2.699891623,-19.459691402473673,16,64,1,lightning.qubit,0.375,0.9359681606292725
3.212221017,-26.537422917350675,16,64,1,lightning.qubit,0.5,1.141502857208252
1.769650457,-10.538086067288297,20,1,1,lightning.qubit,0.125,0.464205265045166
2.512268038,-17.75785700398798,20,1,1,lightning.qubit,0.25,0.772620677947998
3.630192114,-37.04918890480157,20,1,1,lightning.qubit,0.375,1.0111806392669678
5.542606014,-33.44539041214823,20,1,1,lightning.qubit,0.5,1.3418805599212646
2.874002056,-7.6706084124714,20,4,1,lightning.qubit,0.125,0.7729179859161377
3.142050239,-19.753586747203677,20,4,1,lightning.qubit,0.25,1.4089837074279785
5.140391394,-39.57584792799325,20,4,1,lightning.qubit,0.375,2.2102909088134766
7.308491141,-45.80888517732102,20,4,1,lightning.qubit,0.5,2.2581896781921387
3.875864913,-10.398888058249216,20,16,1,lightning.qubit,0.125,2.420295476913452
6.844814095,-25.49438594443973,20,16,1,lightning.qubit,0.25,3.7526776790618896
10.187625698,-38.49546281488331,20,16,1,lightning.qubit,0.375,5.2680230140686035
8.929545433,-43.945280488748615,20,16,1,lightning.qubit,0.5,5.238647699356079
11.677031765,-12.999606409591367,20,64,1,lightning.qubit,0.125,9.954785585403442
16.941286294,-25.49419423158032,20,64,1,lightning.qubit,0.25,14.80762004852295
28.422853828,-40.49926325434629,20,64,1,lightning.qubit,0.375,24.577225923538208
25.744727550,-45.50310623263388,20,64,1,lightning.qubit,0.5,21.15257978439331
20.585083112,-15.681788960856322,24,1,1,lightning.qubit,0.125,17.95391821861267
34.483017698,-29.864502474800144,24,1,1,lightning.qubit,0.25,30.787083625793457
43.316224779,-50.96045477370859,24,1,1,lightning.qubit,0.375,37.64439940452576
51.266011163,-55.72131371250384,24,1,1,lightning.qubit,0.5,43.39142680168152
37.662077360,-10.82159721439677,24,4,1,lightning.qubit,0.125,34.8473584651947
79.545457611,-37.903905514992815,24,4,1,lightning.qubit,0.25,73.4648084640503
82.345419794,-47.689293115212124,24,4,1,lightning.qubit,0.375,75.0728600025177
142.327562210,-74.4089674554748,24,4,1,lightning.qubit,0.5,126.55696749687195
143.783887925,-16.38194820471116,24,16,1,lightning.qubit,0.125,139.6244339942932
201.481120359,-34.00245100393962,24,16,1,lightning.qubit,0.25,193.07146787643433
273.400367457,-52.00104986226567,24,16,1,lightning.qubit,0.375,266.94578289985657
368.717056584,-70.95921756102848,24,16,1,lightning.qubit,0.5,356.5175726413727
538.245869516,-19.00246957552794,24,64,1,lightning.qubit,0.125,535.2814846038818
754.398712015,-35.49852592314325,24,64,1,lightning.qubit,0.25,749.8271584510803
