wall_time,expval,qubits,depth,repeats,backend,graph_sparsity,simulation_time
4.155366731,-1.5812905015826038,10,1,1,lightning.kokkos,0.125,0.02832770347595215
1.961835112,-7.139108690601485,10,1,1,lightning.kokkos,0.25,0.023700237274169922
1.524705792,-5.704676139899237,10,1,1,lightning.kokkos,0.375,0.0341799259185791
1.434024481,-10.217730927626517,10,1,1,lightning.kokkos,0.5,0.03937029838562012
1.177611705,-4.293064192013209,10,4,1,lightning.kokkos,0.125,0.01974177360534668
1.213973122,-3.848922167660325,10,4,1,lightning.kokkos,0.25,0.030577659606933594
1.275248574,-7.695097259188079,10,4,1,lightning.kokkos,0.375,0.04901003837585449
1.259308773,-13.012213041032524,10,4,1,lightning.kokkos,0.5,0.06268453598022461
1.260733542,-2.4586014010389974,10,16,1,lightning.kokkos,0.125,0.044973134994506836
1.290390225,-6.948622424185169,10,16,1,lightning.kokkos,0.25,0.08286452293395996
1.234236053,-6.693179360964843,10,16,1,lightning.kokkos,0.375,0.08301210403442383
1.317102848,-10.217607209092733,10,16,1,lightning.kokkos,0.5,0.10692572593688965
1.361756713,-3.564892883961786,10,64,1,lightning.kokkos,0.125,0.18339085578918457
1.517513847,-7.462549552919519,10,64,1,lightning.kokkos,0.25,0.28151440620422363
1.577716219,-8.937034888017811,10,64,1,lightning.kokkos,0.375,0.31839561462402344
1.599319085,-7.609651720357873,10,64,1,lightning.kokkos,0.5,0.28977251052856445
1.756002645,-5.724839734773078,16,16,1,lightning.kokkos,0.125,0.517885684967041
2.287218108,-8.472596633092719,16,64,1,lightning.kokkos,0.125,1.007539987564087
