wall_time,expval,qubits,depth,repeats,backend,graph_sparsity,simulation_time
8.024529300,-1.55078125,10,1,1,qiskit.aer,0.125,0.4584062099456787
4.106537752,-7.12109375,10,1,1,qiskit.aer,0.25,0.6011042594909668
4.128893880,-5.6279296875,10,1,1,qiskit.aer,0.375,0.828514814376831
4.954196527,-10.1962890625,10,1,1,qiskit.aer,0.5,1.4055793285369873
4.008581069,-4.3046875,10,4,1,qiskit.aer,0.125,0.9952287673950195
3.986022618,-3.8310546875,10,4,1,qiskit.aer,0.25,1.1570730209350586
5.841710060,-7.6494140625,10,4,1,qiskit.aer,0.375,3.5051300525665283
9.289742082,-13.0791015625,10,4,1,qiskit.aer,0.5,6.921180009841919
5.169407918,-2.4580078125,10,16,1,qiskit.aer,0.125,2.8911707401275635
11.865997324,-6.939453125,10,16,1,qiskit.aer,0.25,9.508679628372192
11.901754805,-6.6884765625,10,16,1,qiskit.aer,0.375,9.549630641937256
20.658038700,-10.2890625,10,16,1,qiskit.aer,0.5,18.200438499450684
16.721597711,-3.6552734375,10,64,1,qiskit.aer,0.125,14.314206838607788
47.322881744,-7.591796875,10,64,1,qiskit.aer,0.25,44.22699570655823
62.529252852,-8.94140625,10,64,1,qiskit.aer,0.375,57.7063627243042
46.088670788,-7.568359375,10,64,1,qiskit.aer,0.5,43.10756587982178
3.795318041,-4.720703125,16,1,1,qiskit.aer,0.125,1.5548114776611328
4.633578586,-9.4541015625,16,1,1,qiskit.aer,0.25,2.360352039337158
11.101225897,-19.6591796875,16,1,1,qiskit.aer,0.375,8.328982591629028
17.147500560,-31.083984375,16,1,1,qiskit.aer,0.5,13.647112131118774
5.209459238,-7.845703125,16,4,1,qiskit.aer,0.125,2.965078830718994
15.999150486,-12.9794921875,16,4,1,qiskit.aer,0.25,13.568572759628296
18.417385257,-14.94140625,16,4,1,qiskit.aer,0.375,15.884953737258911
53.214514177,-29.6142578125,16,4,1,qiskit.aer,0.5,49.45281362533569
13.720746643,-5.77734375,16,16,1,qiskit.aer,0.125,11.365071058273315
54.439247690,-14.66796875,16,16,1,qiskit.aer,0.25,51.53252696990967
79.877770120,-19.1259765625,16,16,1,qiskit.aer,0.375,76.55682253837585
139.758216160,-26.287109375,16,16,1,qiskit.aer,0.5,135.11401438713074
88.589884300,-8.4580078125,16,64,1,qiskit.aer,0.125,85.44383335113525
226.758531387,-15.4384765625,16,64,1,qiskit.aer,0.25,221.34939408302307
332.297570684,-19.416015625,16,64,1,qiskit.aer,0.375,324.9705696105957
559.381211939,-26.5986328125,16,64,1,qiskit.aer,0.5,546.2144265174866
7.068631410,-10.5380859375,20,1,1,qiskit.aer,0.125,4.71785306930542
16.613813062,-17.771484375,20,1,1,qiskit.aer,0.25,13.862116575241089
28.709276194,-37.0361328125,20,1,1,qiskit.aer,0.375,24.781479358673096
43.941837044,-33.7099609375,20,1,1,qiskit.aer,0.5,38.37655591964722
9.164697987,-7.6669921875,20,4,1,qiskit.aer,0.125,6.904332637786865
43.493862990,-19.69140625,20,4,1,qiskit.aer,0.25,40.62276339530945
100.827214933,-39.681640625,20,4,1,qiskit.aer,0.375,95.96933913230896
157.213355517,-45.740234375,20,4,1,qiskit.aer,0.5,149.73588633537292
48.801189805,-10.43359375,20,16,1,qiskit.aer,0.125,46.04382872581482
177.560141203,-25.44921875,20,16,1,qiskit.aer,0.25,173.03694033622742
362.628181092,-38.560546875,20,16,1,qiskit.aer,0.375,354.53764057159424
462.346364141,-44.076171875,20,16,1,qiskit.aer,0.5,452.1605632305145
