wall_time,expval,qubits,depth,repeats,backend,graph_sparsity,simulation_time
8.833623615,-1.5830078125,10,1,1,qiskit.aer,0.125,0.46140313148498535
4.283292846,-7.2314453125,10,1,1,qiskit.aer,0.25,0.6264970302581787
4.401762297,-5.68359375,10,1,1,qiskit.aer,0.375,0.7996673583984375
5.157992949,-10.25,10,1,1,qiskit.aer,0.5,1.306631326675415
4.318119981,-4.3173828125,10,4,1,qiskit.aer,0.125,0.956866979598999
3.361457982,-3.8515625,10,4,1,qiskit.aer,0.25,1.1631624698638916
6.047320931,-7.7880859375,10,4,1,qiskit.aer,0.375,3.57218861579895
9.310363118,-13.0693359375,10,4,1,qiskit.aer,0.5,6.91430401802063
5.189472503,-2.404296875,10,16,1,qiskit.aer,0.125,2.943964719772339
12.215096999,-6.8505859375,10,16,1,qiskit.aer,0.25,9.833986282348633
12.121363245,-6.697265625,10,16,1,qiskit.aer,0.375,9.632768869400024
20.945947513,-10.19140625,10,16,1,qiskit.aer,0.5,18.46349334716797
16.941013424,-3.5400390625,10,64,1,qiskit.aer,0.125,14.52338719367981
46.820847313,-7.4892578125,10,64,1,qiskit.aer,0.25,43.69415616989136
60.979161525,-8.8544921875,10,64,1,qiskit.aer,0.375,57.75451350212097
46.658485238,-7.6044921875,10,64,1,qiskit.aer,0.5,43.63353419303894
3.779763109,-4.783203125,16,1,1,qiskit.aer,0.125,1.5546855926513672
4.678520442,-9.40234375,16,1,1,qiskit.aer,0.25,2.3860740661621094
11.110028754,-19.4296875,16,1,1,qiskit.aer,0.375,8.301233053207397
17.173065658,-31.111328125,16,1,1,qiskit.aer,0.5,13.692149639129639
5.262384602,-7.88671875,16,4,1,qiskit.aer,0.125,2.973620653152466
16.211328937,-13.1416015625,16,4,1,qiskit.aer,0.25,13.731052875518799
18.426743354,-15.0361328125,16,4,1,qiskit.aer,0.375,15.902849912643433
51.999254187,-29.7470703125,16,4,1,qiskit.aer,0.5,48.23726463317871
13.994731872,-5.6494140625,16,16,1,qiskit.aer,0.125,11.637383460998535
54.531652064,-14.8642578125,16,16,1,qiskit.aer,0.25,51.65885806083679
80.402723410,-18.98828125,16,16,1,qiskit.aer,0.375,76.98763275146484
142.443197139,-26.3466796875,16,16,1,qiskit.aer,0.5,137.70362377166748
89.447020916,-8.423828125,16,64,1,qiskit.aer,0.125,86.2242956161499
226.122756785,-15.3740234375,16,64,1,qiskit.aer,0.25,220.56031346321106
331.183253478,-19.572265625,16,64,1,qiskit.aer,0.375,323.81938791275024
563.918111207,-26.3759765625,16,64,1,qiskit.aer,0.5,552.0667130947113
6.617767167,-10.4560546875,20,1,1,qiskit.aer,0.125,4.3557538986206055
15.798499480,-17.837890625,20,1,1,qiskit.aer,0.25,13.040759325027466
26.982923926,-37.169921875,20,1,1,qiskit.aer,0.375,23.212857961654663
42.486474712,-33.4638671875,20,1,1,qiskit.aer,0.5,36.86257004737854
9.262760517,-7.69140625,20,4,1,qiskit.aer,0.125,6.931484222412109
42.606918397,-19.6767578125,20,4,1,qiskit.aer,0.25,39.62780976295471
98.658688123,-39.5595703125,20,4,1,qiskit.aer,0.375,93.68771314620972
152.499056647,-45.529296875,20,4,1,qiskit.aer,0.5,144.97464561462402
46.215794284,-10.416015625,20,16,1,qiskit.aer,0.125,43.62946271896362
172.336043903,-25.3583984375,20,16,1,qiskit.aer,0.25,167.71683812141418
352.025421773,-38.521484375,20,16,1,qiskit.aer,0.375,343.72765827178955
443.643531397,-44.0498046875,20,16,1,qiskit.aer,0.5,433.1858797073364
226.789903038,-12.875,20,64,1,qiskit.aer,0.125,222.12641501426697
