wall_time,expval,qubits,depth,repeats,backend,graph_sparsity,simulation_time
8.237299284,-1.5908203125,10,1,1,qiskit.aer,0.125,0.5834624767303467
4.132125465,-7.1669921875,10,1,1,qiskit.aer,0.25,0.6362662315368652
4.454593786,-5.7529296875,10,1,1,qiskit.aer,0.375,0.8636009693145752
4.806453287,-10.15625,10,1,1,qiskit.aer,0.5,1.2992208003997803
4.029351029,-4.3134765625,10,4,1,qiskit.aer,0.125,0.9800810813903809
4.046559150,-3.89453125,10,4,1,qiskit.aer,0.25,1.2111365795135498
6.150719775,-7.6494140625,10,4,1,qiskit.aer,0.375,3.6484527587890625
9.666882266,-12.9443359375,10,4,1,qiskit.aer,0.5,7.1796698570251465
5.487479802,-2.4951171875,10,16,1,qiskit.aer,0.125,3.0431127548217773
12.671212735,-6.9541015625,10,16,1,qiskit.aer,0.25,10.129616022109985
13.405825334,-6.6650390625,10,16,1,qiskit.aer,0.375,10.709961414337158
23.342981797,-10.0703125,10,16,1,qiskit.aer,0.5,20.501899003982544
17.885897115,-3.4990234375,10,64,1,qiskit.aer,0.125,15.262149810791016
51.309996792,-7.4755859375,10,64,1,qiskit.aer,0.25,47.90425157546997
65.162189860,-8.91796875,10,64,1,qiskit.aer,0.375,61.50031399726868
51.038146352,-7.5673828125,10,64,1,qiskit.aer,0.5,47.58897018432617
4.029796034,-4.677734375,16,1,1,qiskit.aer,0.125,1.6068785190582275
5.270770138,-9.498046875,16,1,1,qiskit.aer,0.25,2.6040613651275635
12.029678977,-19.564453125,16,1,1,qiskit.aer,0.375,8.67676043510437
18.876553116,-30.9248046875,16,1,1,qiskit.aer,0.5,15.094515323638916
5.920357568,-7.826171875,16,4,1,qiskit.aer,0.125,3.3223001956939697
17.672984844,-13.1591796875,16,4,1,qiskit.aer,0.25,14.978384017944336
19.512815491,-14.9609375,16,4,1,qiskit.aer,0.375,16.796202898025513
57.950035859,-29.7451171875,16,4,1,qiskit.aer,0.5,53.509546518325806
15.419413773,-5.748046875,16,16,1,qiskit.aer,0.125,12.829401969909668
57.700382301,-14.7734375,16,16,1,qiskit.aer,0.25,54.53685212135315
85.306541995,-18.890625,16,16,1,qiskit.aer,0.375,81.44232106208801
149.972359070,-26.546875,16,16,1,qiskit.aer,0.5,144.48747777938843
94.434150412,-8.47265625,16,64,1,qiskit.aer,0.125,90.83684372901917
243.918131039,-15.5087890625,16,64,1,qiskit.aer,0.25,237.28248047828674
354.506365450,-19.365234375,16,64,1,qiskit.aer,0.375,345.772367477417
594.582220796,-26.609375,16,64,1,qiskit.aer,0.5,580.9410085678101
7.514579667,-10.4697265625,20,1,1,qiskit.aer,0.125,5.033358573913574
17.649614924,-17.6669921875,20,1,1,qiskit.aer,0.25,14.699678897857666
30.006897488,-37.0029296875,20,1,1,qiskit.aer,0.375,25.9802668094635
46.666485517,-33.583984375,20,1,1,qiskit.aer,0.5,40.85580801963806
10.014501439,-7.66015625,20,4,1,qiskit.aer,0.125,7.510635614395142
46.818650551,-19.7822265625,20,4,1,qiskit.aer,0.25,43.58234524726868
108.262811177,-39.5576171875,20,4,1,qiskit.aer,0.375,102.81674981117249
167.111533460,-45.8056640625,20,4,1,qiskit.aer,0.5,158.96342492103577
50.395485771,-10.4384765625,20,16,1,qiskit.aer,0.125,47.52152729034424
193.538053635,-25.2998046875,20,16,1,qiskit.aer,0.25,188.1280345916748
382.200425058,-38.732421875,20,16,1,qiskit.aer,0.375,372.6765797138214
483.527900145,-43.876953125,20,16,1,qiskit.aer,0.5,471.7689576148987
253.649862134,-13.064453125,20,64,1,qiskit.aer,0.125,248.11964893341064
732.732468606,-25.552734375,20,64,1,qiskit.aer,0.25,719.679037809372
1642.611770951,-40.46484375,20,64,1,qiskit.aer,0.375,1613.9240753650665
2049.549837668,-45.36328125,20,64,1,qiskit.aer,0.5,2013.8868837356567
81.118404320,-15.677734375,24,1,1,qiskit.aer,0.125,78.37348341941833
175.798705197,-29.958984375,24,1,1,qiskit.aer,0.25,171.32059860229492
245.354352279,-51.0107421875,24,1,1,qiskit.aer,0.375,238.4682195186615
275.525254546,-55.79296875,24,1,1,qiskit.aer,0.5,267.4759397506714
85.223521574,-10.908203125,24,4,1,qiskit.aer,0.125,82.42521905899048
360.293979421,-37.7734375,24,4,1,qiskit.aer,0.25,353.3412024974823
492.775114658,-47.77734375,24,4,1,qiskit.aer,0.375,485.2081985473633
269.709690262,-16.3125,24,16,1,qiskit.aer,0.125,262.44616889953613
838.111156074,-33.927734375,24,16,1,qiskit.aer,0.25,830.1846234798431
1809.369509094,-51.5927734375,24,16,1,qiskit.aer,0.375,1792.90482878685
1178.589644257,-18.826171875,24,64,1,qiskit.aer,0.125,1165.9855344295502
3206.102886308,-35.5498046875,24,64,1,qiskit.aer,0.25,3182.3346014022827
5735.319218842,-50.55859375,24,64,1,qiskit.aer,0.375,5685.327605247498
