wall_time,expval,qubits,depth,repeats,backend,graph_sparsity,simulation_time
5.169693945,-1.6044921875,10,1,1,qiskit.aer,0.125,0.32471156120300293
3.443160422,-7.21875,10,1,1,qiskit.aer,0.25,0.5750350952148438
3.359921542,-5.6357421875,10,1,1,qiskit.aer,0.375,0.7621536254882812
3.569594170,-10.271484375,10,1,1,qiskit.aer,0.5,1.2648868560791016
3.155233939,-4.283203125,10,4,1,qiskit.aer,0.125,0.9306037425994873
3.277156088,-3.966796875,10,4,1,qiskit.aer,0.25,1.067521095275879
5.698646320,-7.6796875,10,4,1,qiskit.aer,0.375,3.4203875064849854
9.073803887,-13.037109375,10,4,1,qiskit.aer,0.5,6.682735443115234
5.164022544,-2.4375,10,16,1,qiskit.aer,0.125,2.889561653137207
11.931155092,-7.0244140625,10,16,1,qiskit.aer,0.25,9.641778230667114
12.210507127,-6.6923828125,10,16,1,qiskit.aer,0.375,9.674800157546997
20.762012663,-10.177734375,10,16,1,qiskit.aer,0.5,18.173985958099365
16.883506508,-3.60546875,10,64,1,qiskit.aer,0.125,14.504931688308716
54.229921168,-7.5322265625,10,64,1,qiskit.aer,0.25,50.757948875427246
75.629773742,-9.0283203125,10,64,1,qiskit.aer,0.375,69.07813715934753
54.458507748,-7.6298828125,10,64,1,qiskit.aer,0.5,50.67847514152527
4.264629203,-4.6591796875,16,1,1,qiskit.aer,0.125,1.7343428134918213
5.338085265,-9.4111328125,16,1,1,qiskit.aer,0.25,2.7488439083099365
12.810527737,-19.615234375,16,1,1,qiskit.aer,0.375,9.755360841751099
20.858242097,-31.0439453125,16,1,1,qiskit.aer,0.5,16.874778032302856
5.822384451,-7.8603515625,16,4,1,qiskit.aer,0.125,3.31491756439209
18.864305264,-13.150390625,16,4,1,qiskit.aer,0.25,16.036199808120728
23.066234148,-14.9638671875,16,4,1,qiskit.aer,0.375,20.35234498977661
60.179107703,-29.67578125,16,4,1,qiskit.aer,0.5,55.66143441200256
16.026956922,-5.712890625,16,16,1,qiskit.aer,0.125,13.333128213882446
62.658862904,-14.9140625,16,16,1,qiskit.aer,0.25,58.1382315158844
96.731503169,-19.0380859375,16,16,1,qiskit.aer,0.375,92.03028106689453
166.705083955,-26.6533203125,16,16,1,qiskit.aer,0.5,160.09327793121338
102.456592409,-8.431640625,16,64,1,qiskit.aer,0.125,98.1077470779419
253.789608881,-15.6025390625,16,64,1,qiskit.aer,0.25,246.0361409187317
387.273900770,-19.3759765625,16,64,1,qiskit.aer,0.375,377.06480050086975
577.065145060,-26.728515625,16,64,1,qiskit.aer,0.5,564.4431686401367
7.971770546,-10.517578125,20,1,1,qiskit.aer,0.125,5.76410698890686
21.455960172,-17.5146484375,20,1,1,qiskit.aer,0.25,18.651254415512085
37.608569284,-37.2158203125,20,1,1,qiskit.aer,0.375,32.22846055030823
55.371465890,-33.2138671875,20,1,1,qiskit.aer,0.5,50.15185022354126
11.013109434,-7.697265625,20,4,1,qiskit.aer,0.125,8.743640661239624
60.660978517,-19.7802734375,20,4,1,qiskit.aer,0.25,57.804633140563965
130.988289044,-39.435546875,20,4,1,qiskit.aer,0.375,126.01803374290466
201.568962933,-45.7529296875,20,4,1,qiskit.aer,0.5,193.98849034309387
61.129307299,-10.4248046875,20,16,1,qiskit.aer,0.125,58.535030126571655
243.001163145,-25.3896484375,20,16,1,qiskit.aer,0.25,238.4164595603943
476.668979954,-38.546875,20,16,1,qiskit.aer,0.375,468.5181791782379
602.159027782,-43.8837890625,20,16,1,qiskit.aer,0.5,591.9025135040283
321.700068684,-12.806640625,20,64,1,qiskit.aer,0.125,316.7544629573822
935.508092663,-25.4638671875,20,64,1,qiskit.aer,0.25,924.1251530647278
