wall_time,expval,qubits,depth,repeats,backend,graph_sparsity,simulation_time
4.002606005,-1.5812905015826038,10,1,1,lightning.kokkos,0.125,0.03130316734313965
1.650971930,-7.139108690601485,10,1,1,lightning.kokkos,0.25,0.021448373794555664
1.670655485,-5.704676139899237,10,1,1,lightning.kokkos,0.375,0.029872417449951172
1.725501086,-10.217730927626517,10,1,1,lightning.kokkos,0.5,0.03778076171875
1.411039847,-4.293064192013209,10,4,1,lightning.kokkos,0.125,0.017795324325561523
1.102763688,-3.848922167660325,10,4,1,lightning.kokkos,0.25,0.028651952743530273
1.239084499,-7.695097259188079,10,4,1,lightning.kokkos,0.375,0.04443168640136719
1.234887905,-13.012213041032524,10,4,1,lightning.kokkos,0.5,0.05816984176635742
1.163962543,-2.4586014010389974,10,16,1,lightning.kokkos,0.125,0.04109907150268555
1.205218741,-6.948622424185169,10,16,1,lightning.kokkos,0.25,0.0755777359008789
1.185570108,-6.693179360964843,10,16,1,lightning.kokkos,0.375,0.07502317428588867
1.226833833,-10.217607209092733,10,16,1,lightning.kokkos,0.5,0.09884452819824219
1.310210139,-3.564892883961786,10,64,1,lightning.kokkos,0.125,0.1614530086517334
1.444837368,-7.462549552919519,10,64,1,lightning.kokkos,0.25,0.2539403438568115
1.491930095,-8.937034888017811,10,64,1,lightning.kokkos,0.375,0.2847723960876465
1.448664313,-7.609651720357873,10,64,1,lightning.kokkos,0.5,0.25710630416870117
1.566372999,-5.724839734773078,16,16,1,lightning.kokkos,0.125,0.4473450183868408
2.110411893,-8.472596633092719,16,64,1,lightning.kokkos,0.125,0.8816030025482178
