wall_time,expval,qubits,depth,repeats,backend,graph_sparsity,simulation_time
5.136547836,-1.5830078125,10,1,1,qiskit.aer,0.125,0.3246796131134033
3.442774125,-7.1572265625,10,1,1,qiskit.aer,0.25,0.5724501609802246
3.396194645,-5.6650390625,10,1,1,qiskit.aer,0.375,0.7995514869689941
3.499077768,-10.177734375,10,1,1,qiskit.aer,0.5,1.2821989059448242
3.100314209,-4.345703125,10,4,1,qiskit.aer,0.125,0.897700309753418
3.292956234,-3.9130859375,10,4,1,qiskit.aer,0.25,1.1220042705535889
5.721780429,-7.73828125,10,4,1,qiskit.aer,0.375,3.4296722412109375
9.081921275,-13.0517578125,10,4,1,qiskit.aer,0.5,6.658946514129639
5.089871118,-2.439453125,10,16,1,qiskit.aer,0.125,2.8441851139068604
12.005280518,-6.90234375,10,16,1,qiskit.aer,0.25,9.609897375106812
12.209337235,-6.76953125,10,16,1,qiskit.aer,0.375,9.61083722114563
20.490045947,-10.1748046875,10,16,1,qiskit.aer,0.5,17.883106470108032
16.693504114,-3.5830078125,10,64,1,qiskit.aer,0.125,14.057876586914062
52.830268077,-7.4423828125,10,64,1,qiskit.aer,0.25,49.97351050376892
72.141616655,-8.90234375,10,64,1,qiskit.aer,0.375,67.63022494316101
55.139003160,-7.556640625,10,64,1,qiskit.aer,0.5,49.23909306526184
4.263191454,-4.759765625,16,1,1,qiskit.aer,0.125,1.8000848293304443
5.483780140,-9.4921875,16,1,1,qiskit.aer,0.25,2.859266996383667
13.357335370,-19.5439453125,16,1,1,qiskit.aer,0.375,10.20801568031311
20.764781342,-31.0537109375,16,1,1,qiskit.aer,0.5,16.980103492736816
5.973532994,-7.9462890625,16,4,1,qiskit.aer,0.125,3.4721834659576416
18.828367464,-13.0205078125,16,4,1,qiskit.aer,0.25,15.929764032363892
22.001530610,-15.00390625,16,4,1,qiskit.aer,0.375,19.01881217956543
62.454481377,-29.744140625,16,4,1,qiskit.aer,0.5,55.880826234817505
15.966209936,-5.671875,16,16,1,qiskit.aer,0.125,13.253662824630737
64.953651155,-14.84765625,16,16,1,qiskit.aer,0.25,61.14216375350952
98.198495345,-19.142578125,16,16,1,qiskit.aer,0.375,93.66480374336243
166.195993957,-26.59765625,16,16,1,qiskit.aer,0.5,159.60681438446045
102.952860975,-8.384765625,16,64,1,qiskit.aer,0.125,98.74071907997131
265.713197914,-15.5693359375,16,64,1,qiskit.aer,0.25,257.9611830711365
389.387766612,-19.6494140625,16,64,1,qiskit.aer,0.375,379.1260144710541
593.776454222,-26.486328125,16,64,1,qiskit.aer,0.5,581.9058148860931
10.264635175,-10.548828125,20,1,1,qiskit.aer,0.125,7.578441619873047
27.465123059,-17.6435546875,20,1,1,qiskit.aer,0.25,24.913583278656006
46.145003769,-37.0234375,20,1,1,qiskit.aer,0.375,42.567065715789795
71.541863662,-33.412109375,20,1,1,qiskit.aer,0.5,66.28063654899597
13.265260895,-7.61328125,20,4,1,qiskit.aer,0.125,11.060783624649048
79.706690508,-19.861328125,20,4,1,qiskit.aer,0.25,76.92933130264282
168.671925779,-39.705078125,20,4,1,qiskit.aer,0.375,163.80448746681213
80.385401779,-10.36328125,20,16,1,qiskit.aer,0.125,76.861732006073
323.581534719,-25.443359375,20,16,1,qiskit.aer,0.25,319.14607977867126
431.334010714,-12.81640625,20,64,1,qiskit.aer,0.125,425.6431694030762
