wall_time,expval,qubits,depth,repeats,backend,graph_sparsity,simulation_time
1.185892618,-1.581290501582588,10,1,1,default.qubit,0.125,0.024766921997070312
1.191047481,-7.139108690601428,10,1,1,default.qubit,0.25,0.03473711013793945
1.183508566,-5.70467613989918,10,1,1,default.qubit,0.375,0.04008889198303223
1.232140473,-10.21773092762643,10,1,1,default.qubit,0.5,0.051229000091552734
1.196819058,-4.293064192013061,10,4,1,default.qubit,0.125,0.05911660194396973
1.193756222,-3.848922167660219,10,4,1,default.qubit,0.25,0.062452077865600586
1.263933134,-7.695097259187872,10,4,1,default.qubit,0.375,0.09814453125
1.395078050,-13.012213041032183,10,4,1,default.qubit,0.5,0.1315171718597412
1.327866887,-2.458601401038745,10,16,1,default.qubit,0.125,0.1728832721710205
1.433974314,-6.948622424184469,10,16,1,default.qubit,0.25,0.26485657691955566
1.409604155,-6.693179360964151,10,16,1,default.qubit,0.375,0.2657608985900879
1.553221222,-10.217607209091689,10,16,1,default.qubit,0.5,0.34488368034362793
1.909105785,-3.5648928839603053,10,64,1,default.qubit,0.125,0.7019939422607422
2.235072184,-7.462549552916498,10,64,1,default.qubit,0.25,1.0427536964416504
2.489803512,-8.937034888014207,10,64,1,default.qubit,0.375,1.1673157215118408
2.282102903,-7.609651720354781,10,64,1,default.qubit,0.5,1.0520129203796387
1.352636512,-4.679768062632915,16,1,1,default.qubit,0.125,0.14252376556396484
1.385248856,-9.450528131411845,16,1,1,default.qubit,0.25,0.17190933227539062
1.951124332,-19.584602571742987,16,1,1,default.qubit,0.375,0.3146781921386719
2.653263816,-30.959125790958662,16,1,1,default.qubit,0.5,0.39813780784606934
1.431040942,-7.841877831586257,16,4,1,default.qubit,0.125,0.2721984386444092
1.697171786,-13.076184769735848,16,4,1,default.qubit,0.25,0.44571852684020996
1.796786317,-14.988037164762432,16,4,1,default.qubit,0.375,0.465104341506958
2.883272307,-29.688596934664567,16,4,1,default.qubit,0.5,0.7649643421173096
2.101436176,-5.724839734772221,16,16,1,default.qubit,0.125,0.9075567722320557
2.675046809,-14.83292888784733,16,16,1,default.qubit,0.25,1.3907098770141602
3.000089524,-18.991673877538105,16,16,1,default.qubit,0.375,1.5947439670562744
3.692397633,-26.478455343297643,16,16,1,default.qubit,0.5,1.971397876739502
5.067606039,-8.4725966330874,16,64,1,default.qubit,0.125,3.8000192642211914
6.674834708,-15.47013285612286,16,64,1,default.qubit,0.25,5.2241270542144775
7.441093255,-19.459691402473673,16,64,1,default.qubit,0.375,5.922366619110107
9.039584781,-26.53742291735064,16,64,1,default.qubit,0.5,7.109280824661255
3.425708608,-10.53808606728837,20,1,1,default.qubit,0.125,2.1793713569641113
5.581786872,-17.757857003987933,20,1,1,default.qubit,0.25,3.9961535930633545
7.551850311,-37.04918890480039,20,1,1,default.qubit,0.375,5.028432846069336
10.500606775,-33.44539041214908,20,1,1,default.qubit,0.5,6.383745908737183
5.310107048,-7.670608412476277,20,4,1,default.qubit,0.125,4.131984233856201
9.611242135,-19.75358674720281,20,4,1,default.qubit,0.25,8.03191614151001
14.781433128,-39.57584792799353,20,4,1,default.qubit,0.375,11.830832719802856
19.058499330,-45.80888517732233,20,4,1,default.qubit,0.5,14.296119689941406
18.236158741,-10.398888058249046,20,16,1,default.qubit,0.125,16.998406648635864
29.030082798,-25.494385944439372,20,16,1,default.qubit,0.25,27.353046894073486
38.913274430,-38.49546281488235,20,16,1,default.qubit,0.375,36.10522484779358
44.331053657,-43.94528048874812,20,16,1,default.qubit,0.5,40.84035682678223
71.045586124,-12.999606409592518,20,64,1,default.qubit,0.125,69.65177869796753
105.341956822,-25.494194231581353,20,64,1,default.qubit,0.25,103.52546072006226
147.410231262,-40.4992632543453,20,64,1,default.qubit,0.375,144.18282103538513
160.104944249,-45.503106232635744,20,64,1,default.qubit,0.5,156.0816831588745
60.536504276,-15.681788960856528,24,1,1,default.qubit,0.125,59.13366627693176
100.700168322,-10.821597214399004,24,4,1,default.qubit,0.125,99.47965908050537
367.434828447,-16.381948204706866,24,16,1,default.qubit,0.125,366.08188700675964
